instant,dteday,season,yr,mnth,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,temp_c,atemp_c,hum_pct,wind_kmh,season_lbl,weathersit_lbl,dow,month,mon_sin,mon_cos
129,2011-05-09,2,0,5,0,1,1,1,0.5325,0.525246,0.58875,0.176,664,3698,4362,17.0275,18.666235999999998,58.875,42.4512,spring,clear,1,5,0.49999999999999994,-0.8660254037844387
130,2011-05-10,2,0,5,0,2,1,1,0.5325,0.522721,0.489167,0.115671,694,4109,4803,17.0275,18.499586,48.9167,27.899845199999998,spring,clear,2,5,0.49999999999999994,-0.8660254037844387
131,2011-05-11,2,0,5,0,3,1,1,0.5425,0.5284,0.632917,0.120642,550,3632,4182,17.4975,18.8744,63.29169999999999,29.098850400000003,spring,clear,3,5,0.49999999999999994,-0.8660254037844387
132,2011-05-12,2,0,5,0,4,1,1,0.535,0.523363,0.7475,0.189667,695,4169,4864,17.145000000000003,18.541958,74.75,45.7476804,spring,clear,4,5,0.49999999999999994,-0.8660254037844387
133,2011-05-13,2,0,5,0,5,1,2,0.5125,0.4943,0.863333,0.179725,692,3413,4105,16.0875,16.623800000000003,86.33330000000001,43.34967,spring,mist_cloudy,5,5,0.49999999999999994,-0.8660254037844387
134,2011-05-14,2,0,5,0,6,0,2,0.520833,0.500629,0.9225,0.13495,902,2507,3409,16.479150999999998,17.041514,92.25,32.54994,spring,mist_cloudy,6,5,0.49999999999999994,-0.8660254037844387
135,2011-05-15,2,0,5,0,0,0,2,0.5625,0.536,0.867083,0.152979,1582,2971,4553,18.4375,19.376000000000005,86.70830000000001,36.89853480000001,spring,mist_cloudy,0,5,0.49999999999999994,-0.8660254037844387
136,2011-05-16,2,0,5,0,1,1,1,0.5775,0.550512,0.787917,0.126871,773,3185,3958,19.142500000000002,20.333792000000003,78.79169999999999,30.601285200000003,spring,clear,1,5,0.49999999999999994,-0.8660254037844387
137,2011-05-17,2,0,5,0,2,1,2,0.561667,0.538529,0.837917,0.277354,678,3445,4123,18.398349,19.542914000000003,83.7917,66.8977848,spring,mist_cloudy,2,5,0.49999999999999994,-0.8660254037844387
138,2011-05-18,2,0,5,0,3,1,2,0.55,0.527158,0.87,0.201492,536,3319,3855,17.85,18.792428,87.0,48.5998704,spring,mist_cloudy,3,5,0.49999999999999994,-0.8660254037844387
139,2011-05-19,2,0,5,0,4,1,2,0.530833,0.510742,0.829583,0.108213,735,3840,4575,16.949151,17.708972000000003,82.9583,26.1009756,spring,mist_cloudy,4,5,0.49999999999999994,-0.8660254037844387
140,2011-05-20,2,0,5,0,5,1,1,0.536667,0.529042,0.719583,0.125013,909,4008,4917,17.223349,18.916772,71.9583,30.153135600000002,spring,clear,5,5,0.49999999999999994,-0.8660254037844387
141,2011-05-21,2,0,5,0,6,0,1,0.6025,0.571975,0.626667,0.12065,2258,3547,5805,20.317500000000003,21.750349999999997,62.6667,29.100779999999997,spring,clear,6,5,0.49999999999999994,-0.8660254037844387
142,2011-05-22,2,0,5,0,0,0,1,0.604167,0.5745,0.749583,0.148008,1576,3084,4660,20.395849000000002,21.917,74.9583,35.699529600000005,spring,clear,0,5,0.49999999999999994,-0.8660254037844387
143,2011-05-23,2,0,5,0,1,1,2,0.631667,0.590296,0.81,0.233842,836,3438,4274,21.688349,22.959536,81.0,56.4026904,spring,mist_cloudy,1,5,0.49999999999999994,-0.8660254037844387
144,2011-05-24,2,0,5,0,2,1,2,0.66,0.604813,0.740833,0.207092,659,3833,4492,23.020000000000003,23.917658000000003,74.0833,49.9505904,spring,mist_cloudy,2,5,0.49999999999999994,-0.8660254037844387
145,2011-05-25,2,0,5,0,3,1,1,0.660833,0.615542,0.69625,0.154233,740,4238,4978,23.059151,24.625772000000005,69.625,37.2009996,spring,clear,3,5,0.49999999999999994,-0.8660254037844387
146,2011-05-26,2,0,5,0,4,1,1,0.708333,0.654688,0.6775,0.199642,758,3919,4677,25.291651,27.209408000000003,67.75,48.1536504,spring,clear,4,5,0.49999999999999994,-0.8660254037844387
147,2011-05-27,2,0,5,0,5,1,1,0.681667,0.637008,0.65375,0.240679,871,3808,4679,24.038349000000004,26.042528000000004,65.375,58.0517748,spring,clear,5,5,0.49999999999999994,-0.8660254037844387
148,2011-05-28,2,0,5,0,6,0,1,0.655833,0.612379,0.729583,0.230092,2001,2757,4758,22.824151,24.417014,72.9583,55.4981904,spring,clear,6,5,0.49999999999999994,-0.8660254037844387
149,2011-05-29,2,0,5,0,0,0,1,0.6675,0.61555,0.81875,0.213938,2355,2433,4788,23.3725,24.6263,81.875,51.6018456,spring,clear,0,5,0.49999999999999994,-0.8660254037844387
150,2011-05-30,2,0,5,1,1,0,1,0.733333,0.671092,0.685,0.131225,1549,2549,4098,26.466651,28.292072000000005,68.5,31.651470000000003,spring,clear,1,5,0.49999999999999994,-0.8660254037844387
151,2011-05-31,2,0,5,0,2,1,1,0.775,0.725383,0.636667,0.111329,673,3309,3982,28.425000000000004,31.875278,63.6667,26.8525548,spring,clear,2,5,0.49999999999999994,-0.8660254037844387
152,2011-06-01,2,0,6,0,3,1,2,0.764167,0.720967,0.677083,0.207092,513,3461,3974,27.915849,31.583822000000005,67.7083,49.9505904,spring,mist_cloudy,3,6,1.2246467991473532e-16,-1.0
153,2011-06-02,2,0,6,0,4,1,1,0.715,0.643942,0.305,0.292287,736,4232,4968,25.604999999999997,26.500172,30.5,70.49962440000002,spring,clear,4,6,1.2246467991473532e-16,-1.0
154,2011-06-03,2,0,6,0,5,1,1,0.62,0.587133,0.354167,0.253121,898,4414,5312,21.14,22.750778000000004,35.4167,61.0527852,spring,clear,5,6,1.2246467991473532e-16,-1.0
155,2011-06-04,2,0,6,0,6,0,1,0.635,0.594696,0.45625,0.123142,1869,3473,5342,21.845,23.249935999999998,45.625,29.701850400000005,spring,clear,6,6,1.2246467991473532e-16,-1.0
156,2011-06-05,2,0,6,0,0,0,2,0.648333,0.616804,0.6525,0.138692,1685,3221,4906,22.471651,24.709063999999998,65.25,33.4525104,spring,mist_cloudy,0,6,1.2246467991473532e-16,-1.0
157,2011-06-06,2,0,6,0,1,1,1,0.678333,0.621858,0.6,0.121896,673,3875,4548,23.881650999999998,25.042628,60.0,29.401315200000003,spring,clear,1,6,1.2246467991473532e-16,-1.0
158,2011-06-07,2,0,6,0,2,1,1,0.7075,0.65595,0.597917,0.187808,763,4070,4833,25.252499999999998,27.292700000000004,59.791700000000006,45.2992896,spring,clear,2,6,1.2246467991473532e-16,-1.0
159,2011-06-08,2,0,6,0,3,1,1,0.775833,0.727279,0.622083,0.136817,676,3725,4401,28.464151,32.000414,62.20830000000001,33.0002604,spring,clear,3,6,1.2246467991473532e-16,-1.0
160,2011-06-09,2,0,6,0,4,1,2,0.808333,0.757579,0.568333,0.149883,563,3352,3915,29.991650999999997,34.000214,56.833299999999994,36.151779600000005,spring,mist_cloudy,4,6,1.2246467991473532e-16,-1.0
161,2011-06-10,2,0,6,0,5,1,1,0.755,0.703292,0.605,0.140554,815,3771,4586,27.485,30.417272000000004,60.5,33.9016248,spring,clear,5,6,1.2246467991473532e-16,-1.0
162,2011-06-11,2,0,6,0,6,0,1,0.725,0.678038,0.654583,0.15485,1729,3237,4966,26.074999999999996,28.750508000000004,65.45830000000001,37.349819999999994,spring,clear,6,6,1.2246467991473532e-16,-1.0
163,2011-06-12,2,0,6,0,0,0,1,0.6925,0.643325,0.747917,0.163567,1467,2993,4460,24.5475,26.459450000000004,74.7917,39.452360399999996,spring,clear,0,6,1.2246467991473532e-16,-1.0
164,2011-06-13,2,0,6,0,1,1,1,0.635,0.601654,0.494583,0.30535,863,4157,5020,21.845,23.709164,49.4583,73.65042,spring,clear,1,6,1.2246467991473532e-16,-1.0
165,2011-06-14,2,0,6,0,2,1,1,0.604167,0.591546,0.507083,0.269283,727,4164,4891,20.395849000000002,23.042036000000003,50.708299999999994,64.95105960000001,spring,clear,2,6,1.2246467991473532e-16,-1.0
166,2011-06-15,2,0,6,0,3,1,1,0.626667,0.587754,0.471667,0.167912,769,4411,5180,21.453349,22.791764,47.1667,40.500374400000005,spring,clear,3,6,1.2246467991473532e-16,-1.0
167,2011-06-16,2,0,6,0,4,1,2,0.628333,0.595346,0.688333,0.206471,545,3222,3767,21.531651,23.292836,68.8333,49.8008052,spring,mist_cloudy,4,6,1.2246467991473532e-16,-1.0
168,2011-06-17,2,0,6,0,5,1,1,0.649167,0.600383,0.735833,0.143029,863,3981,4844,22.510849000000004,23.625278,73.5833,34.49859479999999,spring,clear,5,6,1.2246467991473532e-16,-1.0
169,2011-06-18,2,0,6,0,6,0,1,0.696667,0.643954,0.670417,0.119408,1807,3312,5119,24.743349000000002,26.500964000000003,67.0417,28.801209600000004,spring,clear,6,6,1.2246467991473532e-16,-1.0
170,2011-06-19,2,0,6,0,0,0,2,0.699167,0.645846,0.666667,0.102,1639,3105,4744,24.860849,26.625836,66.6667,24.6024,spring,mist_cloudy,0,6,1.2246467991473532e-16,-1.0
171,2011-06-20,2,0,6,0,1,1,2,0.635,0.595346,0.74625,0.155475,699,3311,4010,21.845,23.292836,74.625,37.500569999999996,spring,mist_cloudy,1,6,1.2246467991473532e-16,-1.0
172,2011-06-21,3,0,6,0,2,1,2,0.680833,0.637646,0.770417,0.171025,774,4061,4835,23.999151,26.084636000000003,77.0417,41.25123000000001,summer,mist_cloudy,2,6,1.2246467991473532e-16,-1.0
173,2011-06-22,3,0,6,0,3,1,1,0.733333,0.693829,0.7075,0.172262,661,3846,4507,26.466651,29.792714000000004,70.75,41.5495944,summer,clear,3,6,1.2246467991473532e-16,-1.0
174,2011-06-23,3,0,6,0,4,1,2,0.728333,0.693833,0.703333,0.238804,746,4044,4790,26.231651,29.792978000000005,70.3333,57.5995248,summer,mist_cloudy,4,6,1.2246467991473532e-16,-1.0
175,2011-06-24,3,0,6,0,5,1,1,0.724167,0.656583,0.573333,0.222025,969,4022,4991,26.035849,27.334478000000004,57.3333,53.55243,summer,clear,5,6,1.2246467991473532e-16,-1.0
176,2011-06-25,3,0,6,0,6,0,1,0.695,0.643313,0.483333,0.209571,1782,3420,5202,24.665,26.458658,48.3333,50.5485252,summer,clear,6,6,1.2246467991473532e-16,-1.0
177,2011-06-26,3,0,6,0,0,0,1,0.68,0.637629,0.513333,0.0945333,1920,3385,5305,23.96,26.083514,51.3333,22.80143196,summer,clear,0,6,1.2246467991473532e-16,-1.0
178,2011-06-27,3,0,6,0,1,1,2,0.6825,0.637004,0.658333,0.107588,854,3854,4708,24.0775,26.042264000000003,65.8333,25.950225600000003,summer,mist_cloudy,1,6,1.2246467991473532e-16,-1.0
179,2011-06-28,3,0,6,0,2,1,1,0.744167,0.692558,0.634167,0.144283,732,3916,4648,26.975849000000004,29.708827999999997,63.416700000000006,34.801059599999995,summer,clear,2,6,1.2246467991473532e-16,-1.0
180,2011-06-29,3,0,6,0,3,1,1,0.728333,0.654688,0.497917,0.261821,848,4377,5225,26.231651,27.209408000000003,49.7917,63.151225200000006,summer,clear,3,6,1.2246467991473532e-16,-1.0
181,2011-06-30,3,0,6,0,4,1,1,0.696667,0.637008,0.434167,0.185312,1027,4488,5515,24.743349000000002,26.042528000000004,43.416700000000006,44.697254400000006,summer,clear,4,6,1.2246467991473532e-16,-1.0
182,2011-07-01,3,0,7,0,5,1,1,0.7225,0.652162,0.39625,0.102608,1246,4116,5362,25.957500000000003,27.042692000000002,39.625,24.749049600000003,summer,clear,5,7,-0.5000000000000001,-0.8660254037844386
183,2011-07-02,3,0,7,0,6,0,1,0.738333,0.667308,0.444583,0.115062,2204,2915,5119,26.701651,28.042327999999998,44.4583,27.7529544,summer,clear,6,7,-0.5000000000000001,-0.8660254037844386
184,2011-07-03,3,0,7,0,0,0,2,0.716667,0.668575,0.6825,0.228858,2282,2367,4649,25.683349,28.125950000000003,68.25,55.2005496,summer,mist_cloudy,0,7,-0.5000000000000001,-0.8660254037844386
185,2011-07-04,3,0,7,1,1,0,2,0.726667,0.665417,0.637917,0.0814792,3065,2978,6043,26.153349,27.917522000000005,63.7917,19.652783040000003,summer,mist_cloudy,1,7,-0.5000000000000001,-0.8660254037844386
186,2011-07-05,3,0,7,0,2,1,1,0.746667,0.696338,0.590417,0.126258,1031,3634,4665,27.093348999999996,29.958308000000002,59.0417,30.453429600000003,summer,clear,2,7,-0.5000000000000001,-0.8660254037844386
187,2011-07-06,3,0,7,0,3,1,1,0.72,0.685633,0.743333,0.149883,784,3845,4629,25.839999999999996,29.251778,74.33330000000001,36.151779600000005,summer,clear,3,7,-0.5000000000000001,-0.8660254037844386
188,2011-07-07,3,0,7,0,4,1,1,0.75,0.686871,0.65125,0.1592,754,3838,4592,27.25,29.333486,65.125,38.39904000000001,summer,clear,4,7,-0.5000000000000001,-0.8660254037844386
189,2011-07-08,3,0,7,0,5,1,2,0.709167,0.670483,0.757917,0.225129,692,3348,4040,25.330849,28.251878000000005,75.79169999999999,54.3011148,summer,mist_cloudy,5,7,-0.5000000000000001,-0.8660254037844386
190,2011-07-09,3,0,7,0,6,0,1,0.733333,0.664158,0.609167,0.167912,1988,3348,5336,26.466651,27.834428000000003,60.9167,40.500374400000005,summer,clear,6,7,-0.5000000000000001,-0.8660254037844386
191,2011-07-10,3,0,7,0,0,0,1,0.7475,0.690025,0.578333,0.183471,1743,3138,4881,27.1325,29.541649999999997,57.8333,44.253205200000004,summer,clear,0,7,-0.5000000000000001,-0.8660254037844386
192,2011-07-11,3,0,7,0,1,1,1,0.7625,0.729804,0.635833,0.282337,723,3363,4086,27.8375,32.167064,63.5833,68.0996844,summer,clear,1,7,-0.5000000000000001,-0.8660254037844386
193,2011-07-12,3,0,7,0,2,1,1,0.794167,0.739275,0.559167,0.200254,662,3596,4258,29.325848999999998,32.79215,55.9167,48.3012648,summer,clear,2,7,-0.5000000000000001,-0.8660254037844386
194,2011-07-13,3,0,7,0,3,1,1,0.746667,0.689404,0.631667,0.146133,748,3594,4342,27.093348999999996,29.500664,63.1667,35.247279600000006,summer,clear,3,7,-0.5000000000000001,-0.8660254037844386
195,2011-07-14,3,0,7,0,4,1,1,0.680833,0.635104,0.47625,0.240667,888,4196,5084,23.999151,25.916863999999997,47.625,58.0488804,summer,clear,4,7,-0.5000000000000001,-0.8660254037844386
196,2011-07-15,3,0,7,0,5,1,1,0.663333,0.624371,0.59125,0.182833,1318,4220,5538,23.176650999999996,25.208486,59.12500000000001,44.0993196,summer,clear,5,7,-0.5000000000000001,-0.8660254037844386
197,2011-07-16,3,0,7,0,6,0,1,0.686667,0.638263,0.585,0.208342,2418,3505,5923,24.273349000000003,26.125358,58.5,50.2520904,summer,clear,6,7,-0.5000000000000001,-0.8660254037844386
198,2011-07-17,3,0,7,0,0,0,1,0.719167,0.669833,0.604167,0.245033,2006,3296,5302,25.800849,28.208978000000002,60.4167,59.10195960000001,summer,clear,0,7,-0.5000000000000001,-0.8660254037844386
199,2011-07-18,3,0,7,0,1,1,1,0.746667,0.703925,0.65125,0.215804,841,3617,4458,27.093348999999996,30.459050000000005,65.125,52.051924799999995,summer,clear,1,7,-0.5000000000000001,-0.8660254037844386
200,2011-07-19,3,0,7,0,2,1,1,0.776667,0.747479,0.650417,0.1306,752,3789,4541,28.503349,33.333614,65.0417,31.500719999999998,summer,clear,2,7,-0.5000000000000001,-0.8660254037844386
201,2011-07-20,3,0,7,0,3,1,1,0.768333,0.74685,0.707083,0.113817,644,3688,4332,28.111651000000002,33.2921,70.70830000000001,27.452660400000003,summer,clear,3,7,-0.5000000000000001,-0.8660254037844386
202,2011-07-21,3,0,7,0,4,1,2,0.815,0.826371,0.69125,0.222021,632,3152,3784,30.305,38.540486,69.125,53.551465199999996,summer,mist_cloudy,4,7,-0.5000000000000001,-0.8660254037844386
203,2011-07-22,3,0,7,0,5,1,1,0.848333,0.840896,0.580417,0.1331,562,2825,3387,31.871651,39.499136,58.0417,32.10372,summer,clear,5,7,-0.5000000000000001,-0.8660254037844386
204,2011-07-23,3,0,7,0,6,0,1,0.849167,0.804287,0.5,0.131221,987,2298,3285,31.910849,37.082941999999996,50.0,31.6505052,summer,clear,6,7,-0.5000000000000001,-0.8660254037844386
205,2011-07-24,3,0,7,0,0,0,1,0.83,0.794829,0.550833,0.169171,1050,2556,3606,31.009999999999998,36.458714,55.0833,40.8040452,summer,clear,0,7,-0.5000000000000001,-0.8660254037844386
206,2011-07-25,3,0,7,0,1,1,1,0.743333,0.720958,0.757083,0.0908083,568,3272,3840,26.936650999999998,31.583228,75.7083,21.90296196,summer,clear,1,7,-0.5000000000000001,-0.8660254037844386
207,2011-07-26,3,0,7,0,2,1,1,0.771667,0.696979,0.540833,0.200258,750,3840,4590,28.268349,30.000614,54.0833,48.3022296,summer,clear,2,7,-0.5000000000000001,-0.8660254037844386
208,2011-07-27,3,0,7,0,3,1,1,0.775,0.690667,0.402917,0.183463,755,3901,4656,28.425000000000004,29.584022000000004,40.291700000000006,44.25127559999999,summer,clear,3,7,-0.5000000000000001,-0.8660254037844386
209,2011-07-28,3,0,7,0,4,1,1,0.779167,0.7399,0.583333,0.178479,606,3784,4390,28.620849,32.8334,58.3333,43.0491348,summer,clear,4,7,-0.5000000000000001,-0.8660254037844386
210,2011-07-29,3,0,7,0,5,1,1,0.838333,0.785967,0.5425,0.174138,670,3176,3846,31.401651,35.873822,54.25,42.002085599999994,summer,clear,5,7,-0.5000000000000001,-0.8660254037844386
211,2011-07-30,3,0,7,0,6,0,1,0.804167,0.728537,0.465833,0.168537,1559,2916,4475,29.795848999999997,32.083442,46.5833,40.6511244,summer,clear,6,7,-0.5000000000000001,-0.8660254037844386
212,2011-07-31,3,0,7,0,0,0,1,0.805833,0.729796,0.480833,0.164813,1524,2778,4302,29.874150999999998,32.166536,48.0833,39.752895599999995,summer,clear,0,7,-0.5000000000000001,-0.8660254037844386
213,2011-08-01,3,0,8,0,1,1,1,0.771667,0.703292,0.550833,0.156717,729,3537,4266,28.268349,30.417272000000004,55.0833,37.8001404,summer,clear,1,8,-0.8660254037844384,-0.5000000000000004
214,2011-08-02,3,0,8,0,2,1,1,0.783333,0.707071,0.49125,0.20585,801,4044,4845,28.816651,30.666686,49.125,49.65102,summer,clear,2,8,-0.8660254037844384,-0.5000000000000004
215,2011-08-03,3,0,8,0,3,1,2,0.731667,0.679937,0.6575,0.135583,467,3107,3574,26.388348999999998,28.875842,65.75,32.7026196,summer,mist_cloudy,3,8,-0.8660254037844384,-0.5000000000000004
216,2011-08-04,3,0,8,0,4,1,2,0.71,0.664788,0.7575,0.19715,799,3777,4576,25.369999999999997,27.876008000000006,75.75,47.55258,summer,mist_cloudy,4,8,-0.8660254037844384,-0.5000000000000004
217,2011-08-05,3,0,8,0,5,1,1,0.710833,0.656567,0.630833,0.184696,1023,3843,4866,25.409151,27.333422,63.083299999999994,44.5486752,summer,clear,5,8,-0.8660254037844384,-0.5000000000000004
218,2011-08-06,3,0,8,0,6,0,2,0.716667,0.676154,0.755,0.22825,1521,2773,4294,25.683349,28.626164000000003,75.5,55.0539,summer,mist_cloudy,6,8,-0.8660254037844384,-0.5000000000000004
219,2011-08-07,3,0,8,0,0,0,1,0.7425,0.715292,0.752917,0.201487,1298,2487,3785,26.8975,31.209272000000006,75.29169999999999,48.598664400000004,summer,clear,0,8,-0.8660254037844384,-0.5000000000000004
220,2011-08-08,3,0,8,0,1,1,1,0.765,0.703283,0.592083,0.192175,846,3480,4326,27.955,30.416677999999997,59.2083,46.352610000000006,summer,clear,1,8,-0.8660254037844384,-0.5000000000000004
221,2011-08-09,3,0,8,0,2,1,1,0.775,0.724121,0.570417,0.151121,907,3695,4602,28.425000000000004,31.791986,57.04169999999999,36.4503852,summer,clear,2,8,-0.8660254037844384,-0.5000000000000004
222,2011-08-10,3,0,8,0,3,1,1,0.766667,0.684983,0.424167,0.200258,884,3896,4780,28.033349,29.208878,42.4167,48.3022296,summer,clear,3,8,-0.8660254037844384,-0.5000000000000004
223,2011-08-11,3,0,8,0,4,1,1,0.7175,0.651521,0.42375,0.164796,812,3980,4792,25.722500000000004,27.000386,42.375,39.7487952,summer,clear,4,8,-0.8660254037844384,-0.5000000000000004
224,2011-08-12,3,0,8,0,5,1,1,0.708333,0.654042,0.415,0.125621,1051,3854,4905,25.291651,27.166772,41.5,30.299785200000002,summer,clear,5,8,-0.8660254037844384,-0.5000000000000004
225,2011-08-13,3,0,8,0,6,0,2,0.685833,0.645858,0.729583,0.211454,1504,2646,4150,24.234151000000004,26.626628000000004,72.9583,51.0027048,summer,mist_cloudy,6,8,-0.8660254037844384,-0.5000000000000004
226,2011-08-14,3,0,8,0,0,0,2,0.676667,0.624388,0.8175,0.222633,1338,2482,3820,23.803349,25.209608000000003,81.75,53.699079600000005,summer,mist_cloudy,0,8,-0.8660254037844384,-0.5000000000000004
227,2011-08-15,3,0,8,0,1,1,1,0.665833,0.616167,0.712083,0.208954,775,3563,4338,23.294151,24.667022000000003,71.20830000000001,50.399704799999995,summer,clear,1,8,-0.8660254037844384,-0.5000000000000004
228,2011-08-16,3,0,8,0,2,1,1,0.700833,0.645837,0.578333,0.236329,721,4004,4725,24.939151000000003,26.625242,57.8333,57.002554800000006,summer,clear,2,8,-0.8660254037844384,-0.5000000000000004
229,2011-08-17,3,0,8,0,3,1,1,0.723333,0.666671,0.575417,0.143667,668,4026,4694,25.996651,28.000286000000003,57.5417,34.6524804,summer,clear,3,8,-0.8660254037844384,-0.5000000000000004
230,2011-08-18,3,0,8,0,4,1,1,0.711667,0.662258,0.654583,0.233208,639,3166,3805,25.448349,27.709028000000004,65.45830000000001,56.2497696,summer,clear,4,8,-0.8660254037844384,-0.5000000000000004
231,2011-08-19,3,0,8,0,5,1,2,0.685,0.633221,0.722917,0.139308,797,3356,4153,24.195,25.792586,72.2917,33.601089599999995,summer,mist_cloudy,5,8,-0.8660254037844384,-0.5000000000000004
232,2011-08-20,3,0,8,0,6,0,1,0.6975,0.648996,0.674167,0.104467,1914,3277,5191,24.7825,26.833736000000002,67.41669999999999,25.1974404,summer,clear,6,8,-0.8660254037844384,-0.5000000000000004
233,2011-08-21,3,0,8,0,0,0,1,0.710833,0.675525,0.77,0.248754,1249,2624,3873,25.409151,28.584650000000003,77.0,59.9994648,summer,clear,0,8,-0.8660254037844384,-0.5000000000000004
234,2011-08-22,3,0,8,0,1,1,1,0.691667,0.638254,0.47,0.27675,833,3925,4758,24.508349000000003,26.124764,47.0,66.7521,summer,clear,1,8,-0.8660254037844384,-0.5000000000000004
235,2011-08-23,3,0,8,0,2,1,1,0.640833,0.606067,0.455417,0.146763,1281,4614,5895,22.119151,24.000422,45.5417,35.399235600000004,summer,clear,2,8,-0.8660254037844384,-0.5000000000000004
236,2011-08-24,3,0,8,0,3,1,1,0.673333,0.630692,0.605,0.253108,949,4181,5130,23.646651,25.625672,60.5,61.0496496,summer,clear,3,8,-0.8660254037844384,-0.5000000000000004
237,2011-08-25,3,0,8,0,4,1,2,0.684167,0.645854,0.771667,0.210833,435,3107,3542,24.155848999999996,26.626364000000002,77.1667,50.8529196,summer,mist_cloudy,4,8,-0.8660254037844384,-0.5000000000000004
238,2011-08-26,3,0,8,0,5,1,1,0.7,0.659733,0.76125,0.0839625,768,3893,4661,24.9,27.542378,76.125,20.251755,summer,clear,5,8,-0.8660254037844384,-0.5000000000000004
239,2011-08-27,3,0,8,0,6,0,2,0.68,0.635556,0.85,0.375617,226,889,1115,23.96,25.946696000000003,85.0,90.5988204,summer,mist_cloudy,6,8,-0.8660254037844384,-0.5000000000000004
240,2011-08-28,3,0,8,0,0,0,1,0.707059,0.647959,0.561765,0.304659,1415,2919,4334,25.231772999999997,26.765293999999997,56.1765,73.4837508,summer,clear,0,8,-0.8660254037844384,-0.5000000000000004
241,2011-08-29,3,0,8,0,1,1,1,0.636667,0.607958,0.554583,0.159825,729,3905,4634,21.923348999999998,24.125228,55.45830000000001,38.54979,summer,clear,1,8,-0.8660254037844384,-0.5000000000000004
242,2011-08-30,3,0,8,0,2,1,1,0.639167,0.594704,0.548333,0.125008,775,4429,5204,22.040849,23.250464,54.833299999999994,30.151929600000003,summer,clear,2,8,-0.8660254037844384,-0.5000000000000004
243,2011-08-31,3,0,8,0,3,1,1,0.656667,0.611121,0.597917,0.0833333,688,4370,5058,22.863349,24.333986000000003,59.791700000000006,20.09999196,summer,clear,3,8,-0.8660254037844384,-0.5000000000000004
244,2011-09-01,3,0,9,0,4,1,1,0.655,0.614921,0.639167,0.141796,783,4332,5115,22.785,24.584786,63.916700000000006,34.2011952,summer,clear,4,9,-1.0,-1.8369701987210297e-16
245,2011-09-02,3,0,9,0,5,1,2,0.643333,0.604808,0.727083,0.139929,875,3852,4727,22.236651000000002,23.917327999999998,72.70830000000001,33.7508748,summer,mist_cloudy,5,9,-1.0,-1.8369701987210297e-16
246,2011-09-03,3,0,9,0,6,0,1,0.669167,0.633213,0.716667,0.185325,1935,2549,4484,23.450848999999998,25.792058000000004,71.6667,44.70039,summer,clear,6,9,-1.0,-1.8369701987210297e-16
247,2011-09-04,3,0,9,0,0,0,1,0.709167,0.665429,0.742083,0.206467,2521,2419,4940,25.330849,27.918314000000002,74.20830000000001,49.7998404,summer,clear,0,9,-1.0,-1.8369701987210297e-16
248,2011-09-05,3,0,9,1,1,0,2,0.673333,0.625646,0.790417,0.212696,1236,2115,3351,23.646651,25.292636,79.0417,51.3022752,summer,mist_cloudy,1,9,-1.0,-1.8369701987210297e-16
249,2011-09-06,3,0,9,0,2,1,3,0.54,0.5152,0.886957,0.343943,204,2506,2710,17.380000000000003,18.0032,88.6957,82.9590516,summer,light_snow_rain,2,9,-1.0,-1.8369701987210297e-16
250,2011-09-07,3,0,9,0,3,1,3,0.599167,0.544229,0.917083,0.0970208,118,1878,1996,20.160849,19.919114,91.7083,23.401416960000002,summer,light_snow_rain,3,9,-1.0,-1.8369701987210297e-16
251,2011-09-08,3,0,9,0,4,1,3,0.633913,0.555361,0.939565,0.192748,153,1689,1842,21.793910999999998,20.653826000000002,93.9565,46.4908176,summer,light_snow_rain,4,9,-1.0,-1.8369701987210297e-16
252,2011-09-09,3,0,9,0,5,1,2,0.65,0.578946,0.897917,0.124379,417,3127,3544,22.55,22.210435999999994,89.79169999999999,30.000214800000006,summer,mist_cloudy,5,9,-1.0,-1.8369701987210297e-16
253,2011-09-10,3,0,9,0,6,0,1,0.66,0.607962,0.75375,0.153608,1750,3595,5345,23.020000000000003,24.125492,75.375,37.0502496,summer,clear,6,9,-1.0,-1.8369701987210297e-16
254,2011-09-11,3,0,9,0,0,0,1,0.653333,0.609229,0.71375,0.115054,1633,3413,5046,22.706651,24.209114,71.375,27.751024800000003,summer,clear,0,9,-1.0,-1.8369701987210297e-16
255,2011-09-12,3,0,9,0,1,1,1,0.644348,0.60213,0.692174,0.088913,690,4023,4713,22.284356000000002,23.74058,69.2174,21.445815600000003,summer,clear,1,9,-1.0,-1.8369701987210297e-16
256,2011-09-13,3,0,9,0,2,1,1,0.650833,0.603554,0.7125,0.141804,701,4062,4763,22.589151,23.834564,71.25,34.203124800000005,summer,clear,2,9,-1.0,-1.8369701987210297e-16
257,2011-09-14,3,0,9,0,3,1,1,0.673333,0.6269,0.697083,0.1673,647,4138,4785,23.646651,25.3754,69.7083,40.352759999999996,summer,clear,3,9,-1.0,-1.8369701987210297e-16
258,2011-09-15,3,0,9,0,4,1,2,0.5775,0.553671,0.709167,0.271146,428,3231,3659,19.142500000000002,20.542286000000004,70.9167,65.40041520000001,summer,mist_cloudy,4,9,-1.0,-1.8369701987210297e-16
259,2011-09-16,3,0,9,0,5,1,2,0.469167,0.461475,0.590417,0.164183,742,4018,4760,14.050849,14.457350000000002,59.0417,39.600939600000004,summer,mist_cloudy,5,9,-1.0,-1.8369701987210297e-16
