month,hour,count
2014-04-01,4,11
2014-04-01,5,10
2014-04-01,6,24
2014-04-01,7,16
2014-04-01,8,10
2014-04-01,9,10
2014-04-01,10,19
2014-04-01,11,11
2014-04-01,12,10
2014-04-01,13,12
2014-04-01,14,6
2014-04-01,15,17
2014-04-01,16,18
2014-04-01,17,18
2014-04-01,18,14
2014-04-01,19,14
2014-04-01,20,13
2014-04-01,21,10
2014-04-01,22,7
2014-04-01,23,6
2014-05-01,0,5
2014-05-01,1,1
2014-05-01,2,5
2014-05-01,3,5
2014-05-01,4,11
2014-05-01,5,9
2014-05-01,6,19
2014-05-01,7,20
2014-05-01,8,9
2014-05-01,9,15
2014-05-01,10,9
2014-05-01,11,14
2014-05-01,12,14
2014-05-01,13,12
2014-05-01,14,17
2014-05-01,15,20
2014-05-01,16,18
2014-05-01,17,12
2014-05-01,18,11
2014-05-01,19,12
2014-05-01,20,8
2014-05-01,21,13
2014-05-01,22,11
2014-05-01,23,5
2014-06-01,0,4
2014-06-01,1,4
2014-06-01,2,2
2014-06-01,3,7
2014-06-01,4,8
2014-06-01,5,5
2014-06-01,6,13
2014-06-01,7,11
2014-06-01,8,11
2014-06-01,9,7
2014-06-01,10,11
2014-06-01,11,13
2014-06-01,12,12
2014-06-01,13,8
2014-06-01,14,21
2014-06-01,15,19
2014-06-01,16,18
2014-06-01,17,14
2014-06-01,18,16
2014-06-01,19,11
2014-06-01,20,19
2014-06-01,21,10
2014-06-01,22,7
2014-06-01,23,4
2014-07-01,0,3
2014-07-01,1,3
2014-07-01,2,2
2014-07-01,3,6
2014-07-01,4,8
2014-07-01,5,20
2014-07-01,6,15
2014-07-01,7,9
2014-07-01,8,15
2014-07-01,9,7
2014-07-01,10,7
2014-07-01,11,10
2014-07-01,12,16
2014-07-01,13,10
2014-07-01,14,10
2014-07-01,15,11
2014-07-01,16,18
2014-07-01,17,15
2014-07-01,18,17
2014-07-01,19,13
2014-07-01,20,12
2014-07-01,21,8
2014-07-01,22,7
2014-07-01,23,8
2014-08-01,0,5
2014-08-01,1,1
2014-08-01,2,4
2014-08-01,3,9
2014-08-01,4,11
2014-08-01,5,6
2014-08-01,6,9
2014-08-01,7,6
2014-08-01,8,8
2014-08-01,9,17
2014-08-01,10,6
2014-08-01,11,7
2014-08-01,12,8
2014-08-01,13,9
2014-08-01,14,12
2014-08-01,15,8
2014-08-01,16,19
2014-08-01,17,12
2014-08-01,18,20
2014-08-01,19,12
2014-08-01,20,10
2014-08-01,21,6
2014-08-01,22,7
2014-08-01,23,6
2014-09-01,0,4
2014-09-01,1,2
2014-09-01,2,5
2014-09-01,3,6
2014-09-01,4,12
2014-09-01,5,9
2014-09-01,6,11
2014-09-01,7,15
2014-09-01,8,16
2014-09-01,9,9
2014-09-01,10,14
2014-09-01,11,13
2014-09-01,12,8
2014-09-01,13,9
2014-09-01,14,5
2014-09-01,15,15
2014-09-01,16,6
2014-09-01,17,14
2014-09-01,18,10
2014-09-01,19,13
2014-09-01,20,9
2014-09-01,21,12
2014-09-01,22,6
2014-09-01,23,4
2014-10-01,0,7
2014-10-01,1,3
2014-10-01,2,1
2014-10-01,3,6
2014-10-01,4,10
2014-10-01,5,8
2014-10-01,6,12
2014-10-01,7,13
2014-10-01,8,16
2014-10-01,9,12
2014-10-01,10,10
2014-10-01,11,13
2014-10-01,12,15
2014-10-01,13,16
2014-10-01,14,7
2014-10-01,15,11
2014-10-01,16,23
2014-10-01,17,15
2014-10-01,18,19
2014-10-01,19,11
2014-10-01,20,9
2014-10-01,21,10
2014-10-01,22,8
2014-10-01,23,8
2014-11-01,0,4
2014-11-01,1,4
2014-11-01,2,4
2014-11-01,3,1
2014-11-01,4,4
2014-11-01,5,7
2014-11-01,6,9
2014-11-01,7,14
2014-11-01,8,9
2014-11-01,9,17
2014-11-01,10,13
2014-11-01,11,9
2014-11-01,12,16
2014-11-01,13,13
2014-11-01,14,14
2014-11-01,15,8
2014-11-01,16,14
2014-11-01,17,16
2014-11-01,18,11
2014-11-01,19,12
2014-11-01,20,14
2014-11-01,21,9
2014-11-01,22,5
2014-11-01,23,7
2014-12-01,0,4
2014-12-01,1,5
2014-12-01,3,3
2014-12-01,4,8
2014-12-01,5,14
2014-12-01,6,10
2014-12-01,7,13
2014-12-01,8,10
2014-12-01,9,18
2014-12-01,10,10
2014-12-01,11,12
2014-12-01,12,12
2014-12-01,13,9
2014-12-01,14,13
2014-12-01,15,7
2014-12-01,16,15
2014-12-01,17,7
2014-12-01,18,7
2014-12-01,19,8
2014-12-01,20,10
2014-12-01,21,8
2014-12-01,22,6
2014-12-01,23,9
2015-01-01,0,6
2015-01-01,1,3
2015-01-01,2,2
2015-01-01,3,1
2015-01-01,4,5
2015-01-01,5,7
2015-01-01,6,14
2015-01-01,7,10
2015-01-01,8,19
2015-01-01,9,12
2015-01-01,10,8
2015-01-01,11,14
2015-01-01,12,14
2015-01-01,13,9
2015-01-01,14,8
2015-01-01,15,13
2015-01-01,16,7
2015-01-01,17,12
2015-01-01,18,10
2015-01-01,19,13
2015-01-01,20,18
2015-01-01,21,6
2015-01-01,22,10
2015-01-01,23,4
2015-02-01,0,4
2015-02-01,1,4
2015-02-01,2,3
2015-02-01,3,5
2015-02-01,4,6
2015-02-01,5,9
2015-02-01,6,7
2015-02-01,7,16
2015-02-01,8,11
2015-02-01,9,15
2015-02-01,10,16
2015-02-01,11,14
2015-02-01,12,12
2015-02-01,13,10
2015-02-01,14,7
2015-02-01,15,14
2015-02-01,16,13
2015-02-01,17,9
2015-02-01,18,18
2015-02-01,19,7
2015-02-01,20,10
2015-02-01,21,7
2015-02-01,22,6
2015-02-01,23,5
2015-03-01,0,6
2015-03-01,1,5
2015-03-01,2,2
2015-03-01,3,7
2015-03-01,4,7
2015-03-01,5,11
2015-03-01,6,7
2015-03-01,7,13
2015-03-01,8,11
2015-03-01,9,8
2015-03-01,10,11
2015-03-01,11,10
2015-03-01,12,10
2015-03-01,13,10
2015-03-01,14,9
2015-03-01,15,15
2015-03-01,16,18
2015-03-01,17,25
2015-03-01,18,12
2015-03-01,19,18
2015-03-01,20,15
2015-03-01,21,8
2015-03-01,22,5
2015-03-01,23,3
2015-04-01,0,3
2015-04-01,1,3
2015-04-01,2,2
2015-04-01,3,1
2015-04-01,4,9
2015-04-01,5,12
2015-04-01,6,8
2015-04-01,7,8
2015-04-01,8,13
2015-04-01,9,13
2015-04-01,10,9
2015-04-01,11,14
2015-04-01,12,9
2015-04-01,13,16
2015-04-01,14,6
2015-04-01,15,9
2015-04-01,16,17
2015-04-01,17,19
2015-04-01,18,14
2015-04-01,19,8
2015-04-01,20,7
2015-04-01,21,7
2015-04-01,22,7
2015-04-01,23,1
2015-05-01,0,1
2015-05-01,1,1
2015-05-01,3,1
2015-05-01,4,7
2015-05-01,5,6
2015-05-01,6,5
2015-05-01,7,19
2015-05-01,8,9
2015-05-01,9,16
2015-05-01,10,15
2015-05-01,11,7
2015-05-01,12,18
2015-05-01,13,7
2015-05-01,14,7
2015-05-01,15,17
2015-05-01,16,18
2015-05-01,17,7
2015-05-01,18,10
2015-05-01,19,19
2015-05-01,20,13
2015-05-01,21,10
2015-05-01,22,7
2015-05-01,23,6
2015-06-01,0,4
2015-06-01,2,4
2015-06-01,3,1
2015-06-01,4,9
2015-06-01,5,8
2015-06-01,6,11
2015-06-01,7,8
2015-06-01,8,8
2015-06-01,9,14
2015-06-01,10,9
2015-06-01,11,11
2015-06-01,12,25
2015-06-01,13,10
2015-06-01,14,12
2015-06-01,15,13
2015-06-01,16,15
2015-06-01,17,9
2015-06-01,18,6
2015-06-01,19,10
2015-06-01,20,7
2015-06-01,21,5
2015-06-01,22,4
2015-06-01,23,3
